URI,streams,title,date,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,popularity,duration_min,tempo_norm
78pn8k7RogKo2oxl0DyX6d,1657101.0,One More Sleep,2021-12-25,Leona Lewis,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']",0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,4,0.67,3.993116666666667,0.4310049288548568
4QSehYD2iCp1L3l4B3QNv0,1649313.0,Broken Guitars (with Scorey),2021-06-15,Polo G,['chicago rap'],0.683,0.566,0,-8.815,1,0.105,0.114,0.0,0.111,0.355,4,0.61,2.1441833333333333,0.6510714772922734
4LUAIXN6bpnEVaJZOLfuDt,1648622.0,Here We Come a-Caroling / We Wish You a Merry Christmas,2021-12-25,Perry Como,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",0.571,0.166,8,-16.883,1,0.0471,0.978,0.0,0.253,0.707,3,0.45,1.5788833333333334,0.317884447713213
1eMNW1HQjF1dbb4GtnmpaX,1645105.0,Slay3r,2021-01-07,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",0.885,0.661,4,-5.062,0,0.141,0.165,0.0,0.334,0.436,4,0.68,2.743183333333333,0.5913973392487499
4vLBnQtece15fFhqWxZvJP,1643063.0,Your New Boyfriend,2021-01-13,Wilbur Soot,"['dream smp', 'indie pop']",0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,4,0.77,3.99445,0.3808622826944406
62nb5YUYUqtYJhVPwRhCke,1637297.0,How It Feels,2021-06-09,"Lil Baby, Lil Durk","['atl hip hop', 'atl trap', 'rap', 'trap']",0.788,0.628,11,-5.746,0,0.12,0.00715,0.0,0.132,0.479,4,0.69,2.78185,0.3781991589511207
0R4uAhlkr1I8EgPxqBwzBs,1635779.0,Just a waste,2021-08-31,PinkPantheress,['russian plugg'],0.743,0.67,6,-9.34,0,0.0598,0.247,0.0125,0.0498,0.662,4,0.17,2.1234333333333333,0.4020960978416242
1sUdq3kWa9dJXHu3eYOUll,1634115.0,"Spooky, Scary Skeletons - Undead Tombstone Remix",2021-11-01,Andrew Gold,"['soft rock', 'underground power pop']",0.772,0.788,9,-5.414,0,0.0619,0.0027,0.000583,0.353,0.574,4,0.63,2.09375,0.519522654345518
0NvHg9fiix03UG7hdYx6DI,1627692.0,So Real,2021-06-15,Polo G,['chicago rap'],0.708,0.512,0,-8.963,1,0.0624,0.208,0.0,0.149,0.42,4,0.66,2.745416666666667,0.2797644114140653
2wzionesqIt3x5Sglb4n91,1626591.0,More Time,2021-07-19,Pop Smoke,['brooklyn drill'],0.628,0.581,2,-8.377,1,0.188,0.46,0.0,0.152,0.259,4,0.65,2.0138,0.6232361995029626
19CSr8rwW05VJL2F91KFNK,1624123.0,ivy,2021-01-08,Taylor Swift,['pop'],0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,4,0.71,4.3406666666666665,0.2878842697762145
1kBx9VGumfuvlfqdlAGorE,1622447.0,Hell Of A View,2021-04-22,Eric Church,"['contemporary country', 'country', 'country road', 'modern country rock']",0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,4,0.69,2.921333333333333,0.3481752560809969
1gWRnZ52AK1ZUvpjjTteKf,1620693.0,Better Man (Taylor's Version) (From The Vault),2021-11-12,Taylor Swift,['pop'],0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,4,0.65,4.950216666666667,0.1994258566183666
1luvsaicSpNDRLgOtRZxWO,1605273.0,Constant Bullshit,2021-11-09,Summer Walker,"['pop', 'r&b']",0.438,0.54,4,-9.456,0,0.0519,0.223,0.0,0.141,0.389,4,0.68,3.2849,0.4641901790639328
1yxcKrEcxt4O03IIC25yHk,1603490.0,Winter Wonderland,2021-12-25,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.453,0.453,3,-9.354,1,0.0395,0.871,0.0,0.218,0.586,4,0.65,2.2202166666666665,0.449462926826375
1n2wszmJyVkw6FHqyLnQsY,1600049.0,Come In With The Rain (TaylorÃ¢ÂÂs Version),2021-04-12,Taylor Swift,['pop'],0.476,0.564,2,-5.677,1,0.0269,0.0406,0.0,0.102,0.167,4,0.62,3.95565,0.6145350802792425
6Nle9hKrkL1wQpwNfEkxjh,1594599.0,Chanel,2021-01-27,Frank Ocean,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,4,0.83,3.50475,0.414089051536486
24YG5Z8Of1VHovrfXsbvCZ,1585677.0,30 (feat. Bizzy Banks),2021-07-20,Pop Smoke,['brooklyn drill'],0.578,0.684,0,-5.908,1,0.191,0.107,0.0,0.49,0.595,3,0.66,3.8042,0.3939762394794749
3pcxxaUxAMSfz2zgetHydD,1571826.0,Insane,2021-11-09,Summer Walker,"['pop', 'r&b']",0.39,0.607,3,-8.056,1,0.303,0.632,0.000162,0.138,0.347,4,0.74,3.1651,0.7194941844257676
7g43YzKWtb1NMRcwD896ww,1566120.0,Jane,2021-06-14,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.94,0.534,9,-6.656,1,0.228,0.325,0.0,0.235,0.287,4,0.58,3.3667333333333334,0.5080931678123832
51dhTHnxNi215JiLXdyurb,1565426.0,Stoned at the Nail Salon,2021-08-24,Lorde,"['art pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",0.466,0.113,2,-13.325,1,0.0414,0.947,7.53e-05,0.0986,0.104,4,0.34,4.440533333333334,0.5044513905776429
2d1MywHy6FwKdzxFuSJnwl,1562878.0,Wrecked,2021-07-09,Imagine Dragons,"['modern rock', 'rock']",0.626,0.56,0,-5.82,0,0.0288,0.148,1.51e-05,0.109,0.229,4,0.79,4.06675,0.3183292902093133
73YUReisjb3A9ActdLLjJQ,1555215.0,happiness,2021-01-08,Taylor Swift,['pop'],0.559,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,4,0.68,5.25245,0.4849376330820467
09mEdoA6zrmBPgTEN5qXmN,1554260.0,Call Out My Name,2021-02-14,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,3,0.84,3.806216666666667,0.5566521746866826
2Q6NVIPwqtosYBXQ0C00d0,1550043.0,Country A$$ Shit,2021-01-12,Morgan Wallen,['contemporary country'],0.619,0.927,10,-3.765,1,0.0346,0.0192,0.0,0.138,0.928,4,0.64,3.1031166666666667,0.5792205173221668
2X7c8wSJD0urdk9aWzpu5D,1546321.0,SomethinÃ¢ÂÂ Country,2021-01-12,Morgan Wallen,['contemporary country'],0.6,0.942,2,-4.441,1,0.0402,0.169,0.0,0.29,0.741,4,0.62,2.8771166666666668,0.6267059709725443
732E6ibFkQR5lNIPEeiEnx,1544140.0,Choker,2021-05-25,Twenty One Pilots,"['modern rock', 'rock']",0.7,0.664,7,-8.211,1,0.0394,0.306,1.89e-05,0.249,0.585,4,0.69,3.717766666666667,0.6031471123790769
1cSFlSBdpT4F5vb1frQ231,1541502.0,The Other Side Of The Door (TaylorÃ¢ÂÂs Version),2021-04-12,Taylor Swift,['pop'],0.432,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.167,0.629,4,0.67,3.974066666666667,0.7332012645389356
2L6lh2RmMs1yz4FQzdbwOn,1535041.0,Up The Side (feat. Young Thug),2021-06-08,"Lil Baby, Lil Durk","['atl hip hop', 'atl trap', 'rap', 'trap']",0.644,0.563,0,-9.814,0,0.159,0.0518,0.0,0.179,0.339,4,0.6,3.6402833333333335,0.710484641071418
0y22KKdjAYJIWywFAH4UPU,1530789.0,I Am (feat. Flo Milli),2021-01-29,"Yung Baby Tate, Slade Da Monsta","['escape room', 'trap queen', 'viral rap']",0.929,0.837,1,-3.935,1,0.146,0.0883,0.0,0.0659,0.92,4,0.51,3.0410833333333334,0.6150510975747187
1WGmhglF1ghRiHsx4YUq86,1530704.0,Love & War,2021-12-31,Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,4,0.82,3.985766666666666,0.6214212421188738
5hVghJ4KaYES3BFUATCYn0,1529106.0,EARFQUAKE,2021-06-30,"Tyler, The Creator","['hip hop', 'rap']",0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,4,0.84,3.1677833333333334,0.2331923676890136
1ftFtW8S1621tu0MIQy0Sg,1525721.0,Stay Stay Stay (Taylor's Version),2021-11-12,Taylor Swift,['pop'],0.693,0.681,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.663,4,0.53,3.4297833333333334,0.3541005581290518
7iqQz931tn59mK6IZ3knRx,1513302.0,Dealer,2021-10-28,Lana Del Rey,"['art pop', 'pop']",0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,4,0.79,4.57155,0.5323934305660177
5EVzgDPaM0LCM3M5exl3z8,1512877.0,Manslaughter (feat. Rick Ross & The-Dream),2021-07-19,Pop Smoke,['brooklyn drill'],0.441,0.623,1,-7.331,0,0.0414,0.135,0.0,0.14,0.285,4,0.62,4.15385,0.2239811624030984
4N4wemxs9Em6nJ5kXTjEsS,1498203.0,Type Shit (feat. Cardi B),2021-06-14,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.772,0.535,1,-7.41,1,0.231,0.038,1.24e-06,0.161,0.207,4,0.6,3.158533333333333,0.2120178648746433
51A8eKvvZz9uydvIZ7xRSV,1487939.0,Superstar (TaylorÃ¢ÂÂs Version),2021-04-12,Taylor Swift,['pop'],0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,4,0.61,4.39775,0.7802122195268063
2mvabkN1i2gLnGAPUVdwek,1483076.0,Christmas Tree Farm,2021-12-25,Taylor Swift,['pop'],0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,4,0.66,3.80045,0.5556557274954183
5uQQcvcXoCwKPK5sYvarzO,1481683.0,Everything Has Changed (feat. Ed Sheeran) (TaylorÃ¢ÂÂs Version),2021-11-12,Taylor Swift,['pop'],0.498,0.61,6,-5.098,1,0.0363,0.271,0.0,0.223,0.474,4,0.53,4.09045,0.2348709067076317
4BP3uh0hFLFRb5cjsgLqDh,1480402.0,Fortunate Son,2021-07-05,Creedence Clearwater Revival,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,4,0.83,2.346216666666667,0.548348448092812
0yzj6eBs5a6X6d3P5qaQ5J,1477871.0,The Outside,2021-05-25,Twenty One Pilots,"['modern rock', 'rock']",0.785,0.623,11,-6.923,1,0.0403,0.0505,0.125,0.0539,0.711,4,0.71,3.61265,0.3598597856452292
2OcbewDrWFNTYRqpSzJBCY,1473841.0,5X,2021-10-12,Don Toliver,"['pop', 'rap', 'trap']",0.898,0.518,1,-6.991,1,0.21,0.0402,0.0,0.106,0.798,4,0.66,2.206633333333333,0.6213737922526231
11iIikXxC6NP0Ma8vMD27x,1471375.0,Alien Blues,2021-12-31,Vundabar,"['boston indie', 'indie garage rock']",0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,4,0.88,2.598883333333333,0.2488923421847104
64PsLB0bc1LJoZwogWO3ok,1466965.0,good wife,2021-09-14,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.523,0.582,2,-9.215,0,0.0619,0.429,0.000312,0.116,0.361,4,0.62,3.8571166666666654,0.7556747074419184
3REELyDyt5SPKX2387Zubv,1456037.0,Chandelier,2021-11-30,Will Paquin,['weirdcore'],0.333,0.498,2,-9.121,0,0.0468,0.674,6.51e-06,0.12,0.427,4,0.71,2.124416666666667,0.2773622619351241
5QYnNhTKsN3kE7OaqILA1U,1455966.0,First Times,2021-11-03,Ed Sheeran,"['pop', 'uk pop']",0.587,0.267,8,-9.206,1,0.0349,0.84,0.0,0.121,0.352,4,0.78,3.09755,0.3471313590234817
6BiCjPFN5rM9JPy5eP5mCs,1455261.0,RIP Young,2021-08-03,Isaiah Rashad,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",0.971,0.677,2,-6.895,1,0.092,0.0476,2.22e-05,0.112,0.58,4,0.71,2.634183333333333,0.4727667423887449
2kdhiombBoiHjvSKG3EI0m,1453935.0,Blue Notes 2 (feat. Lil Uzi Vert),2021-10-06,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.748,0.591,2,-6.234,0,0.331,0.152,0.0,0.64,0.192,4,0.63,3.84,0.2054519896322042
7gpIj4wMeTKptFxetrNKzY,1453470.0,You DonÃ¢ÂÂt Know Me,2021-11-08,Summer Walker,"['pop', 'r&b']",0.501,0.264,11,-9.409,0,0.0414,0.71,0.0,0.102,0.495,4,0.64,3.3412166666666665,0.2073618467487945
7ejeQLLLGjVriLS7cojERB,1451239.0,YKWIM?,2021-04-26,Yot Club,['bedroom pop'],0.599,0.537,9,-7.625,1,0.0268,0.935,0.893,0.301,0.258,3,0.01,3.5458333333333334,0.4946826493632821
5vqJLLFlnmCaui7Ng7YAn1,1447929.0,OVER YOU,2021-07-27,The Kid LAROI,['australian hip hop'],0.454,0.718,8,-5.084,0,0.107,0.431,0.0,0.163,0.275,4,0.64,2.5148,0.6004602637026317
7K08S4HWMbszxJD91MhXmV,1439359.0,Know,2021-06-17,"DJ Many, Donny Osmond",[],0.516,0.523,7,-5.672,1,0.033,0.327,0.0,0.0886,0.401,4,0.0,2.625,0.6506147723296105
4xkOaSrkexMciUUogZKVTS,1436517.0,'Till I Collapse,2021-10-13,"Eminem, Nate Dogg","['detroit hip hop', 'hip hop', 'rap']",0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,4,0.89,4.963116666666667,0.7777507577150516
1MJJcJnun68wUdIafVWBzZ,1433366.0,Finish Line,2021-08-23,Trippie Redd,"['melodic rap', 'rap', 'trap']",0.674,0.761,1,-4.497,1,0.0575,0.101,0.0,0.126,0.431,4,0.11,2.3775833333333334,0.6382659446378686
46OaeacE8RjnE49MB5B2Lt,1423835.0,Working for the Knife,2021-10-08,Mitski,['brooklyn indie'],0.466,0.626,11,-8.126,1,0.0272,0.166,5.59e-05,0.103,0.318,4,0.67,2.6436333333333333,0.2532102800135232
3Qervg7n4iuSBqH7Moc6Wn,1423022.0,A Marshmallow World,2021-12-25,Darlene Love,"['adult standards', 'brill building pop', 'lounge', 'motown']",0.316,0.78,5,-6.988,1,0.0517,0.748,2.18e-05,0.317,0.653,4,0.34,2.38555,0.678040795022509
0DiWol3AO6WpXZgp0goxAV,1418501.0,One More Time,2021-02-26,Daft Punk,"['electro', 'filter house']",0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,4,0.8,5.339283333333333,0.488893765680698
2VsCE6ui7N4IRzGIGT7Di8,1412301.0,O Christmas Tree,2021-12-25,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.571,0.0982,6,-14.34,1,0.0425,0.949,1.71e-06,0.109,0.0857,4,0.59,3.4542166666666665,0.2013772323679262
2SUxn2O9NHL6GHGQFgwCY0,1405326.0,2step,2021-11-03,Ed Sheeran,"['pop', 'uk pop']",0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,4,0.78,2.56045,0.3243376295233067
0DwVfCYLrVXgvejYbWwZAd,1400448.0,Break It Off,2021-08-22,PinkPantheress,['russian plugg'],0.544,0.888,6,-5.003,0,0.116,0.00311,7.8e-06,0.076,0.746,4,0.73,1.5886333333333331,0.7791920474024163
0EYDsKvLtGMdvsA7PaUvJO,1398785.0,star-crossed,2021-09-14,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.378,0.441,2,-9.142,0,0.0355,0.709,0.00288,0.0887,0.158,4,0.6,3.32045,0.3890058659897152
3PT3dmokgfqJSsZxv4Njw5,1398666.0,cherry blossom,2021-09-14,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.641,0.818,6,-6.757,1,0.0453,0.119,0.000444,0.168,0.355,4,0.63,3.066666666666667,0.4130985355785028
3CiF9D8iuVhZWDvvjf8HpG,1398265.0,Country Again,2021-05-05,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",0.467,0.481,2,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,4,0.68,3.687333333333333,0.6380049703734898
30VrBsh1STRBoIrhQOAwzK,1393331.0,Disturbia,2021-11-01,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",0.703,0.813,11,-4.517,0,0.0574,0.0884,0.0,0.219,0.717,4,0.66,3.9762166666666654,0.5016933671018214
3XoYqtiWHhsk59frZupImG,1392150.0,What Else Can I Do?,2021-12-31,"Diane Guerrero, Stephanie Beatriz","['hollywood', 'show tunes']",0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,0.54,4,0.89,2.99045,0.4724523870248341
1vERyqgnr9u4BnbLTKFNq6,1385822.0,Life Support,2021-09-30,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",0.715,0.625,5,-5.58,1,0.152,0.225,0.0,0.103,0.588,4,0.21,3.8919,0.638503193969122
4blMQHONplzay3YkNIUlcn,1384800.0,Toxic (with Lil Durk),2021-11-08,Summer Walker,"['pop', 'r&b']",0.742,0.52,6,-7.015,1,0.0772,0.254,0.0,0.111,0.135,4,0.67,4.438066666666667,0.495720615187516
661CJWXysgwKXI1dreYNBU,1382906.0,Holy Ground (Taylor's Version),2021-11-12,Taylor Swift,['pop'],0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,4,0.54,3.3826666666666667,0.6914335197717663
0cAhE2iDJApegDnVRx6fCK,1382750.0,Twelve Days Of Christmas,2021-12-25,"Bing Crosby, The Andrews Sisters","['adult standards', 'easy listening', 'lounge']",0.641,0.413,3,-5.624,1,0.0435,0.926,0.0,0.191,0.834,4,0.59,3.395766666666667,0.6121210683337386
2xGO2UjzxeVQSIkyg98vck,1381050.0,Thank God It's Christmas - Non-Album Single,2021-12-25,Queen,"['classic rock', 'glam rock', 'rock']",0.296,0.421,7,-8.891,1,0.0285,0.214,0.0,0.232,0.335,5,0.63,4.36045,0.2556717418252777
3MmvQKMKdN3UhVS3eGzJIW,1379527.0,Brush Em (feat. Rah Swish),2021-07-19,Pop Smoke,['brooklyn drill'],0.654,0.724,3,-6.59,0,0.355,0.106,1.74e-06,0.655,0.717,4,0.61,2.507483333333333,0.1861043066684855
4N0TP4Rmj6QQezWV88ARNJ,1377991.0,Superstition,2021-11-01,Stevie Wonder,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,4,0.76,4.43555,0.3576889542642602
5avVDmK9FVJpd3MDO8I3Zl,1376749.0,"Wine, Beer, Whiskey",2021-07-25,Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']",0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,4,0.71,3.269333333333333,0.3896938890503502
1Vrj9Vcbb0lOG94pQbYvzv,1368268.0,Just for me,2021-10-20,PinkPantheress,['russian plugg'],0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,4,0.72,1.9368833333333333,0.5499676747786167
4b1yxSdlumA8N4fEk4UOZp,1367767.0,The Family Madrigal,2021-12-31,"Stephanie Beatriz, Olga Merediz, Encanto - Cast","['hollywood', 'show tunes']",0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,4,0.9,4.286883333333333,0.5994816102112112
7iUmO03ChCW5VZdaycM4aX,1364090.0,Heartless - Wallen Album Mix,2021-01-12,Morgan Wallen,['contemporary country'],0.61,0.641,11,-4.423,1,0.0289,0.662,0.0,0.17,0.494,4,0.67,2.8268833333333334,0.4192314307914045
096YtKWNRXdmYKFLelSBto,1363553.0,Still Goin Down,2021-01-07,Morgan Wallen,['contemporary country'],0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,4,0.71,3.104883333333333,0.6393217041619464
02rdXe0KhMe8p6ZHzYtuw0,1363271.0,lost souls (with Brent Faiyaz),2021-12-28,Baby Keem,"['hip hop', 'rap']",0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,4,0.82,4.495466666666666,0.7691326757572703
0GqaZ1L5KAXMNngAZbGvLf,1362463.0,Paid the Fine (feat. Lil Baby & YTB Trench),2021-04-19,"YTB Trench, Young Stoner Life, Young Thug, Gunna","['hip hop', 'rap', 'trap']",0.484,0.596,1,-8.523,1,0.424,0.0299,0.0,0.119,0.21,4,0.57,3.3591166666666665,0.2463893617399866
4c7LkE1lSNj3RR4cZo0jEi,1361008.0,Switches & Dracs (with Lil Durk feat. EST Gee),2021-10-28,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.772,0.563,11,-8.188,0,0.452,0.0107,0.0,0.304,0.521,4,0.73,2.227183333333333,0.7102355292736019
680qLWCMRfR6evrNNBCE9e,1353141.0,MLK Interlude,2021-03-22,"Justin Bieber, -","['canadian pop', 'pop']",0.649,0.429,10,-8.428,0,0.468,0.386,0.0,0.311,0.426,3,0.59,1.7334666666666667,0.3562891832098648
0jdbVCxHze7xkrdyac3Ksn,1340488.0,The Path,2021-08-23,Lorde,"['art pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",0.611,0.597,5,-8.052,1,0.0463,0.436,0.0,0.105,0.0984,4,0.29,3.68735,0.3066566231116436
3Bi3ws3uigvFSmfTcSLjnp,1337207.0,Drugs N Hella Melodies (feat. Kali Uchis),2021-06-22,Don Toliver,"['pop', 'rap', 'trap']",0.57,0.643,1,-7.531,0,0.0861,0.158,0.000459,0.112,0.325,4,0.66,3.312933333333333,0.6321923617577804
2zYzyRzz6pRmhPzyfMEC8s,1334566.0,Highway to Hell,2021-11-01,AC/DC,"['australian rock', 'hard rock', 'rock']",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,4,0.86,3.473333333333333,0.4472683705122806
4FQJyi8gnbhKy623wNx6Ps,1333416.0,All I Want For Christmas (Is My Two Front Teeth) - Remastered,2021-12-25,Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']",0.752,0.0869,9,-16.759,1,0.071,0.967,0.0,0.0869,0.502,4,0.48,2.53155,0.535276009940747
2vdposMtmLoanI0pflut4F,1325522.0,Circus,2021-11-08,Summer Walker,"['pop', 'r&b']",0.506,0.601,0,-8.647,0,0.0975,0.638,0.0,0.129,0.648,4,0.64,2.2162166666666665,0.2004282350429125
4DywxkC9fZ59pBIOS8UFuX,1315445.0,What Child Is This?/The Holly And The Ivy,2021-12-25,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",0.34,0.181,10,-15.232,1,0.0361,0.982,0.00245,0.108,0.178,3,0.15,3.3377833333333333,0.4305719488253192
0r3QJbwBuR9UL0ai5qDTw7,1313243.0,Taunt,2021-05-17,Lovejoy,['dream smp'],0.476,0.834,7,-9.343,1,0.0951,0.0157,3.4e-05,0.263,0.895,4,0.74,2.22965,0.8690739565477849
2HHLfzE7PkljuqyYU4vwmh,1312175.0,Me or Sum (feat. Future & Lil Baby),2021-12-07,Nardo Wick,"['florida rap', 'rap', 'trap']",0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,4,0.79,3.758883333333333,0.7118310310262813
7MFuhP7p3fPQc8sYyeWL1x,1311846.0,QuittinÃ¢ÂÂ Time,2021-01-13,Morgan Wallen,['contemporary country'],0.418,0.628,5,-8.493,1,0.0354,0.461,1.99e-06,0.186,0.462,4,0.65,3.74245,0.2586432896992272
2gzOFnP4J0AytvaPd86Rhm,1311224.0,Te Acuerdas,2021-03-28,"Sech, Arcangel","['latin', 'panamanian pop', 'reggaeton', 'trap latino']",0.84,0.692,1,-2.182,1,0.0689,0.0871,0.0154,0.251,0.597,4,0.51,3.795,0.2946162195505311
7qLTpTd1Txpo8Vd84yci7u,1310701.0,My Favourite Things,2021-12-25,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.46,0.481,4,-10.396,0,0.0438,0.686,0.0,0.191,0.633,3,0.58,3.2817833333333333,0.5839299165475478
3QPBocWfIcOCdFFvmqn60F,1310138.0,Just Look Up (From DonÃ¢ÂÂt Look Up),2021-12-06,"Ariana Grande, Kid Cudi","['dance pop', 'pop']",0.566,0.581,9,-5.181,1,0.043,0.216,0.0,0.0853,0.152,4,0.78,3.361133333333333,0.5321739749346082
3ZBeHiRJUj1vdiU8zzGPgb,1307357.0,WYD Now?,2021-12-14,Sadie Jean,"['alt z', 'pop']",0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,4,0.83,2.4111166666666666,0.8361674743029317
3MthJpM1IEYp2ulZe00LvP,1302956.0,Shouldn't Matter but It Does,2021-07-19,John Mayer,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",0.549,0.324,4,-11.769,1,0.0285,0.457,2.2e-06,0.133,0.268,4,0.69,3.94555,0.2406242029905278
3yrSvpt2l1xhsV9Em88Pul,1301360.0,Brown Eyed Girl,2021-11-25,Van Morrison,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,4,0.81,3.0551166666666667,0.6539006755674708
0RlsFYqkOzlg4ZxVQs9YJA,1298931.0,Lay Wit Ya (feat. Duke Deuce),2021-05-10,Isaiah Rashad,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",0.913,0.861,1,-7.36,1,0.204,0.0332,4.26e-06,0.766,0.969,4,0.59,3.372183333333333,0.5912490584167165
2D6vfFZxQ5YzPPBODls1a9,1298840.0,Hard For The Next (with Future),2021-04-01,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.619,0.573,1,-7.277,1,0.393,0.0352,0.0,0.228,0.376,3,0.0,2.7732,0.7999335701872491
0xta6Gah3inmeHbj0e3F9a,1296313.0,Headshots (4r Da Locals),2021-08-03,Isaiah Rashad,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,4,0.71,3.22015,0.4726065990901488
2TE4xW3ImvpltVU0cPcKUn,1295025.0,Merry Christmas Everyone,2021-12-25,Shakin' Stevens,"['classic uk pop', 'europop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",0.534,0.904,9,-3.315,1,0.0369,0.129,0.0,0.128,0.96,4,0.71,3.669333333333333,0.9642999068796374
53tv6ZbyeAwfAUwFaxYbfO,1292712.0,Hellcats & Trackhawks,2021-05-06,"Only The Family, Lil Durk","['chicago rap', 'trap']",0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,4,0.78,2.447416666666667,0.6922164425649026
7IwRg7xzgVtugj9KFFp07G,1290547.0,ADMIT IT,2021-06-28,Ski Mask The Slump God,"['miami hip hop', 'rap']",0.832,0.638,9,-7.307,1,0.19,0.000245,0.0,0.0925,0.574,4,0.62,1.5653333333333332,0.7921399296555732
